office,candidate,party,county,votes,district
Constitutional Amendments,NP,"1,868,112",Camden,6348,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Camden,9243,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Camden,15591,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Candler,1567,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Candler,1611,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Candler,3178,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Carroll,20253,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Carroll,20294,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Carroll,40547,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Catoosa,11627,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Catoosa,10899,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Catoosa,22526,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Charlton,1438,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Charlton,1813,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Charlton,3251,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Chatham,58211,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Chatham,42769,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Chatham,100980,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Chattahoochee,765,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Chattahoochee,666,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Chattahoochee,1431,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Chattooga,4093,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Chattooga,3618,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Chattooga,7711,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Cherokee,38249,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Cherokee,49455,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Cherokee,87704,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Clarke,23748,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Clarke,18092,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Clarke,41840,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Clay,642,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Clay,615,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Clay,1257,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Clayton,58773,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Clayton,34650,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Clayton,93423,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Clinch,1166,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Clinch,1084,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Clinch,2250,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Cobb,142861,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Cobb,151114,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Cobb,293975,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Coffee,6123,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Coffee,5899,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Coffee,12022,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Colquitt,6942,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Colquitt,5303,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Colquitt,12245,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Columbia,23859,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Columbia,28395,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Columbia,52254,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Cook,2890,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Cook,2540,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Cook,5430,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Coweta,21982,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,756,809",Coweta,27683,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,Totals,Total,Coweta,49665,Local school districts to use tax funds for community redevelopment purposes
Constitutional Amendments,NP,"1,868,112",Crawford,2351,Local school districts to use tax funds for community redevelopment purposes
